"sim","name","k.studies","k.species","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
99,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1899,10
100,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1900,10
101,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1901,10
102,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1902,10
103,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1903,10
104,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1904,10
105,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1905,10
106,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1906,10
107,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1907,10
108,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1908,10
109,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1909,10
110,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1910,10
111,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1911,10
112,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1912,10
113,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1913,10
114,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1914,10
115,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1915,10
116,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1916,10
117,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1917,10
118,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1918,10
119,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1919,10
120,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1920,10
121,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1921,10
122,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1922,10
123,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1923,10
124,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1924,10
125,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1925,10
126,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1926,10
127,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1927,10
128,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1928,10
129,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1929,10
130,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1930,10
131,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1931,10
132,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1932,10
133,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1933,10
134,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1934,10
135,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1935,10
136,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1936,10
137,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1937,10
138,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1938,10
139,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1939,10
140,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1940,10
141,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1941,10
142,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1942,10
143,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1943,10
144,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1944,10
145,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1945,10
146,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1946,10
147,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1947,10
148,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1948,10
149,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1949,10
150,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1950,10
151,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1951,10
152,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1952,10
153,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1953,10
154,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1954,10
155,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1955,10
156,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1956,10
157,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1957,10
158,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1958,10
159,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1959,10
160,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1960,10
161,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1961,10
162,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1962,10
163,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1963,10
164,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1964,10
165,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1965,10
166,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1966,10
167,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1967,10
168,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1968,10
169,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1969,10
170,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1970,10
171,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1971,10
172,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1972,10
173,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1973,10
174,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1974,10
175,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1975,10
176,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1976,10
177,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1977,10
178,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1978,10
179,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1979,10
180,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1980,10
181,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1981,10
182,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1982,10
183,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1983,10
184,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1984,10
185,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1985,10
186,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1986,10
187,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1987,10
188,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1988,10
189,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1989,10
190,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1990,10
191,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1991,10
192,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1992,10
193,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1993,10
194,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1994,10
195,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1995,10
196,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1996,10
197,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1997,10
198,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1998,10
199,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",1999,10
200,"study2.sub",50,40,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2000,10
1,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2001,11
2,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2002,11
3,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2003,11
4,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2004,11
5,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2005,11
6,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2006,11
7,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2007,11
8,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2008,11
9,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2009,11
10,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2010,11
11,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2011,11
12,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2012,11
13,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2013,11
14,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2014,11
15,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2015,11
16,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2016,11
17,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2017,11
18,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2018,11
19,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2019,11
20,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2020,11
21,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2021,11
22,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2022,11
23,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2023,11
24,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2024,11
25,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2025,11
26,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2026,11
27,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2027,11
28,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2028,11
29,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2029,11
30,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2030,11
31,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2031,11
32,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2032,11
33,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2033,11
34,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2034,11
35,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2035,11
36,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2036,11
37,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2037,11
38,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2038,11
39,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2039,11
40,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2040,11
41,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2041,11
42,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2042,11
43,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2043,11
44,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2044,11
45,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2045,11
46,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2046,11
47,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2047,11
48,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2048,11
49,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2049,11
50,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2050,11
51,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2051,11
52,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2052,11
53,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2053,11
54,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2054,11
55,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2055,11
56,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2056,11
57,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2057,11
58,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2058,11
59,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2059,11
60,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2060,11
61,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2061,11
62,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2062,11
63,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2063,11
64,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2064,11
65,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2065,11
66,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2066,11
67,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2067,11
68,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2068,11
69,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2069,11
70,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2070,11
71,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2071,11
72,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2072,11
73,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2073,11
74,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2074,11
75,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2075,11
76,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2076,11
77,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2077,11
78,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2078,11
79,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2079,11
80,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2080,11
81,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2081,11
82,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2082,11
83,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2083,11
84,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2084,11
85,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2085,11
86,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2086,11
87,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2087,11
88,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2088,11
89,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2089,11
90,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2090,11
91,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2091,11
92,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2092,11
93,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2093,11
94,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2094,11
95,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2095,11
96,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2096,11
97,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2097,11
98,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2098,11
99,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2099,11
100,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2100,11
101,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2101,11
102,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2102,11
103,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2103,11
104,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2104,11
105,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2105,11
106,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2106,11
107,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2107,11
108,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2108,11
109,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2109,11
110,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2110,11
111,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2111,11
112,"study2.sub",20,100,0.3,0.3,0.05,0.3,0.2,"/srv/scratch/z5394590/phylo_meta_sandwich/",2112,11
