"sim","name","k.studies","k.species","mu","sigma2.n","sigma2.p","sigma2.s","sigma2.u","rho","save_location","job_number","scenario"
57,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1357,14
58,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1358,14
59,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1359,14
60,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1360,14
61,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1361,14
62,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1362,14
63,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1363,14
64,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1364,14
65,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1365,14
66,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1366,14
67,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1367,14
68,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1368,14
69,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1369,14
70,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1370,14
71,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1371,14
72,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1372,14
73,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1373,14
74,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1374,14
75,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1375,14
76,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1376,14
77,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1377,14
78,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1378,14
79,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1379,14
80,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1380,14
81,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1381,14
82,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1382,14
83,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1383,14
84,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1384,14
85,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1385,14
86,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1386,14
87,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1387,14
88,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1388,14
89,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1389,14
90,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1390,14
91,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1391,14
92,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1392,14
93,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1393,14
94,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1394,14
95,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1395,14
96,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1396,14
97,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1397,14
98,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1398,14
99,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1399,14
100,"study2",50,40,0.2,0.3,0.3,0.05,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1400,14
1,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1401,15
2,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1402,15
3,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1403,15
4,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1404,15
5,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1405,15
6,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1406,15
7,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1407,15
8,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1408,15
9,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1409,15
10,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1410,15
11,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1411,15
12,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1412,15
13,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1413,15
14,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1414,15
15,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1415,15
16,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1416,15
17,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1417,15
18,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1418,15
19,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1419,15
20,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1420,15
21,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1421,15
22,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1422,15
23,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1423,15
24,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1424,15
25,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1425,15
26,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1426,15
27,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1427,15
28,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1428,15
29,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1429,15
30,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1430,15
31,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1431,15
32,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1432,15
33,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1433,15
34,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1434,15
35,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1435,15
36,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1436,15
37,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1437,15
38,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1438,15
39,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1439,15
40,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1440,15
41,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1441,15
42,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1442,15
43,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1443,15
44,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1444,15
45,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1445,15
46,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1446,15
47,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1447,15
48,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1448,15
49,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1449,15
50,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1450,15
51,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1451,15
52,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1452,15
53,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1453,15
54,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1454,15
55,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1455,15
56,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1456,15
57,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1457,15
58,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1458,15
59,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1459,15
60,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1460,15
61,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1461,15
62,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1462,15
63,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1463,15
64,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1464,15
65,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1465,15
66,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1466,15
67,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1467,15
68,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1468,15
69,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1469,15
70,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1470,15
71,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1471,15
72,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1472,15
73,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1473,15
74,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1474,15
75,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1475,15
76,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1476,15
77,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1477,15
78,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1478,15
79,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1479,15
80,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1480,15
81,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1481,15
82,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1482,15
83,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1483,15
84,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1484,15
85,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1485,15
86,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1486,15
87,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1487,15
88,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1488,15
89,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1489,15
90,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1490,15
91,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1491,15
92,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1492,15
93,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1493,15
94,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1494,15
95,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1495,15
96,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1496,15
97,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1497,15
98,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1498,15
99,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1499,15
100,"study2",20,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1500,15
1,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1501,16
2,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1502,16
3,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1503,16
4,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1504,16
5,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1505,16
6,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1506,16
7,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1507,16
8,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1508,16
9,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1509,16
10,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1510,16
11,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1511,16
12,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1512,16
13,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1513,16
14,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1514,16
15,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1515,16
16,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1516,16
17,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1517,16
18,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1518,16
19,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1519,16
20,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1520,16
21,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1521,16
22,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1522,16
23,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1523,16
24,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1524,16
25,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1525,16
26,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1526,16
27,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1527,16
28,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1528,16
29,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1529,16
30,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1530,16
31,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1531,16
32,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1532,16
33,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1533,16
34,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1534,16
35,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1535,16
36,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1536,16
37,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1537,16
38,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1538,16
39,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1539,16
40,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1540,16
41,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1541,16
42,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1542,16
43,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1543,16
44,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1544,16
45,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1545,16
46,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1546,16
47,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1547,16
48,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1548,16
49,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1549,16
50,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1550,16
51,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1551,16
52,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1552,16
53,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1553,16
54,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1554,16
55,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1555,16
56,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1556,16
57,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1557,16
58,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1558,16
59,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1559,16
60,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1560,16
61,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1561,16
62,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1562,16
63,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1563,16
64,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1564,16
65,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1565,16
66,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1566,16
67,"study2",50,40,0.2,0.3,0.3,0.3,0.3,0.5,"/srv/scratch/z5394590/phylo_meta_sandwich/",1567,16
